Status;Device ID;Location;Machine;Product;Category;Transaction;TransDate;Type;RCoil;RPrice;RQty;MCoil;MPrice;MQty;LineTotal;TransTotal;Prcd Date;;Count of Transaction;Column Labels;;;;;
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;CheezIt - White Cheddar;Food;15757797436;02/10/2022;Cash;124;1.5;1;124;1.5;1;1.5;1.5;19/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Robert Irvine's - Fit Crunch -  Chocolate Pea;Food;15757797811;02/10/2022;Cash;130;2;1;130;2;1;2;2;02/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Coca Cola - Zero Sugar;Carbonated;15757837538;02/10/2022;Credit;141;2;1;141;2;1;2;2;02/10/2022;;;;;;;;
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Snapple Diet Tea - Peach Tea;Non Carbonated;15758464483;02/10/2022;Credit;143;2.5;1;143;2.5;1;2.5;2.5;19/10/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Pop Corners - Sea Salt;Food;15760859370;03/10/2022;Credit;111;1.5;1;111;1.5;1;1.5;1.5;03/10/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;SunChips Multigrain - Original;Food;15761121890;03/10/2022;Cash;120;1.5;1;120;1.5;1;1.5;1.5;03/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Mini Chips Ahoy;Food;15761155295;03/10/2022;Credit;155;4;1;155;4;1;4;4;03/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Coca Cola - Zero Sugar;Carbonated;15762179806;03/10/2022;Credit;141;2;1;141;2;1;2;5;03/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Pringles - Sour Cream & Onion;Food;15762179806;03/10/2022;Credit;154;3;1;154;3;1;3;5;03/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;RXBAR - Protein Bar - Peanut Butter;Food;15762215377;03/10/2022;Credit;139;2;1;139;2;1;2;3.5;03/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Spindrift - Sparkling Water  Grapefruit;Carbonated;15762215377;03/10/2022;Credit;142;1.5;1;142;1.5;1;1.5;3.5;03/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Spindrift - Sparkling Water  Grapefruit;Carbonated;15762219383;03/10/2022;Credit;142;1.5;1;142;1.5;1;1.5;1.5;03/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Doritos Famin Hot Nacho;Food;15762742788;03/10/2022;Cash;111;1.5;1;111;1.5;1;1.5;1.5;03/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Funyuns - Flaming Hot;Food;15762841610;03/10/2022;Cash;112;1.5;1;112;1.5;1;1.5;1.5;03/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Regular;Carbonated;15762842890;03/10/2022;Cash;141;1.5;1;141;1.5;1;1.5;1.5;03/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Monster Energy Original;Carbonated;15763032213;03/10/2022;Cash;144;3;1;144;3;1;3;3;03/10/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;SunChips Multigrain - Original;Food;15763031907;03/10/2022;Cash;120;1.5;1;120;1.5;1;1.5;1.5;03/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Pringles - Cheddar Cheese;Food;15763372383;03/10/2022;Credit;153;3;1;153;3;1;3;3;03/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Monster Energy Original;Carbonated;15763427764;03/10/2022;Credit;144;3;1;144;3;1;3;3;03/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Cheetos Baked - Crunchy Cheese;Food;15763632192;03/10/2022;Cash;110;1.5;1;110;1.5;1;1.5;1.5;03/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Cheetos Flaming Hot Limon Crunchy;Food;15763632332;03/10/2022;Cash;113;1.5;1;113;1.5;1;1.5;1.5;03/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Cheetos Baked - Flaming Hot;Food;15763632448;03/10/2022;Cash;114;1.5;1;114;1.5;1;1.5;1.5;03/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Red Bull - Original;Carbonated;15763723360;03/10/2022;Cash;148;3.5;1;148;3.5;1;3.5;3.5;03/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Regular;Carbonated;15763724377;03/10/2022;Cash;141;1.5;1;141;1.5;1;1.5;1.5;03/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Kinder - Bueno - Crispy Creamy Chocolate;Food;15763770542;03/10/2022;Credit;138;2;2;138;2;2;4;4;03/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Nature's Bakery Fig Bar - Raspberry;Food;15763799360;03/10/2022;Cash;130;1.5;1;130;1.5;1;1.5;1.5;03/10/2022;;;;;;;;
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Popchips Potato - Barbeque;Food;15764091898;03/10/2022;Credit;114;1.5;1;114;1.5;1;1.5;1.5;03/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Kinder - Bueno - Crispy Creamy Chocolate;Food;15764193900;03/10/2022;Cash;138;2;1;138;2;1;2;2;03/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Kinder - Bueno - Crispy Creamy Chocolate;Food;15764221275;03/10/2022;Cash;138;2;1;138;2;1;2;2;03/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Doritos Famin Hot Nacho;Food;15764260381;03/10/2022;Cash;111;1.5;1;111;1.5;1;1.5;1.5;03/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;SunChips Multigrain - Original;Food;15764264043;03/10/2022;Cash;111;1.5;1;111;1.5;1;1.5;1.5;03/10/2022;;;;;;;;
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Spindrift - Sparkling Water - Pineapple;Carbonated;15764914597;03/10/2022;Cash;142;1.5;1;142;1.5;1;1.5;1.5;03/10/2022;;;;;;;;
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Keto Krisp - Almond Butter;Food;15765148227;04/10/2022;Cash;139;2;1;139;2;1;2;2;19/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Doritos Nacho Cheese;Food;15765195880;04/10/2022;Cash;122;1.5;1;122;1.5;1;1.5;1.5;03/10/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Lindens - Chocolate Chippers;Food;15765661918;04/10/2022;Credit;124;2;1;124;2;1;2;2;04/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Nature's Bakery Fig Bar - Blueberry;Food;15765732016;04/10/2022;Credit;131;1.5;1;131;1.5;1;1.5;1.5;04/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Starbucks Doubleshot Energy - Mocha;Non Carbonated;15766211925;04/10/2022;Credit;146;3.5;1;146;3.5;1;3.5;3.5;04/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Starbucks Doubleshot Energy - Mocha;Non Carbonated;15766385045;04/10/2022;Credit;146;3.5;1;146;3.5;1;3.5;3.5;04/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Snapple Tea - Peach;Non Carbonated;15766616591;04/10/2022;Credit;147;2.5;1;147;2.5;1;2.5;2.5;04/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;SunChips Multigrain - Salsa;Food;15767405611;04/10/2022;Credit;113;1.5;1;113;1.5;1;1.5;1.5;04/10/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;SunChips Multigrain - Original;Food;15767484166;04/10/2022;Cash;120;1.5;1;120;1.5;1;1.5;1.5;04/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Poland Springs Water;Water;15767562111;04/10/2022;Credit;144;1.5;1;144;1.5;1;1.5;1.5;04/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Snyder's of Hanover Pretzel Pieces - Cheddar;Food;15767569460;04/10/2022;Credit;114;2.5;1;114;2.5;1;2.5;2.5;04/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;RXBAR - Protein Bar - Peanut Butter;Food;15767579167;04/10/2022;Credit;139;2;1;139;2;1;2;3.5;04/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Spindrift - Sparkling Water  Grapefruit;Carbonated;15767579167;04/10/2022;Credit;142;1.5;1;142;1.5;1;1.5;3.5;04/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Regular;Carbonated;15767592521;04/10/2022;Cash;142;1.5;1;142;1.5;1;1.5;1.5;04/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Goldfish Baked - Cheddar;Food;15767595559;04/10/2022;Cash;125;1.5;1;125;1.5;1;1.5;1.5;04/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Snyder's of Hanover Pretzel Pieces - Cheddar;Food;15767620973;04/10/2022;Credit;114;2.5;3;114;2.5;3;7.5;7.5;04/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Starbucks Refresher - Real Coconut Water;Carbonated;15768389220;04/10/2022;Credit;148;3;1;148;3;1;3;3;04/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Monster Energy Original;Carbonated;15768665425;04/10/2022;Cash;144;3;1;144;3;1;3;3;04/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Red Bull - Original;Carbonated;15768665719;04/10/2022;Cash;148;3.5;1;148;3.5;1;3.5;3.5;04/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Monster Energy Original;Carbonated;15768666908;04/10/2022;Cash;144;3;1;144;3;1;3;3;04/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Simply Protein - Peanut Butter Chocolate;Food;15768610389;04/10/2022;Credit;131;2;1;131;2;1;2;2;04/10/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Popchips Potato - Sour Cream & Onion;Food;15769179031;04/10/2022;Cash;112;1.5;1;112;1.5;1;1.5;1.5;04/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Regular;Carbonated;15769364055;04/10/2022;Cash;141;1.5;1;141;1.5;1;1.5;1.5;04/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Cheetos Baked - Crunchy Cheese;Food;15769425580;04/10/2022;Cash;110;1.5;1;110;1.5;1;1.5;1.5;04/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Mini Chips Ahoy;Food;15769515462;04/10/2022;Credit;155;4;1;155;4;1;4;9;04/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Ice Breakers Ice Cubes - PepperMint;Food;15769515462;04/10/2022;Credit;162;5;1;162;5;1;5;9;04/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Bai Antioxidant - Tanzania Lemon Super Tea;Non Carbonated;15769598967;04/10/2022;Credit;145;2.75;1;145;2.75;1;2.75;2.75;04/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Starbucks Doubleshot Energy - Mocha;Non Carbonated;15769608018;04/10/2022;Credit;146;3.5;1;146;3.5;1;3.5;3.5;04/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Regular;Carbonated;15769616493;04/10/2022;Cash;141;1.5;1;141;1.5;1;1.5;1.5;04/10/2022;;;;;;;;
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;SunChips Multigrain - Harvest Cheddar;Food;15769927440;04/10/2022;Credit;125;1.5;1;125;1.5;1;1.5;1.5;19/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;CheezIt - Go Paks;Food;15770076166;04/10/2022;Credit;151;4;2;151;4;2;8;8;04/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Miss Vickie's Potato Chip - Sea Salt Original;Food;15770117162;04/10/2022;Cash;112;1.5;1;112;1.5;1;1.5;1.5;04/10/2022;;;;;;;;
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Robert Irvine's - Fit Crunch -  Chocolate Pea;Food;15770138094;04/10/2022;Cash;138;2;1;138;2;1;2;2;04/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Cheetos Baked - Flaming Hot;Food;15770176389;04/10/2022;Cash;114;1.5;1;114;1.5;1;1.5;1.5;04/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Monster Energy Original;Carbonated;15770206258;04/10/2022;Cash;144;3;1;144;3;1;3;3;04/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Starbucks Refresher - Real Coconut Water;Carbonated;15770190169;04/10/2022;Credit;148;3;1;148;3;1;3;3;04/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Monster Energy Original;Carbonated;15770576759;04/10/2022;Cash;146;3;1;146;3;1;3;3;04/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;SunChips Multigrain - Harvest Cheddar;Food;15770666456;04/10/2022;Cash;121;1.5;1;121;1.5;1;1.5;1.5;04/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Regular;Carbonated;15770758797;04/10/2022;Cash;141;1.5;1;141;1.5;1;1.5;1.5;04/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Regular;Carbonated;15770770891;04/10/2022;Cash;142;1.5;1;142;1.5;1;1.5;1.5;04/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Snapple Tea - Peach;Non Carbonated;15771357229;05/10/2022;Cash;147;2.5;1;147;2.5;1;2.5;2.5;05/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Snapple Tea - Raspberry;Non Carbonated;15771357276;05/10/2022;Cash;143;2.5;1;143;2.5;1;2.5;2.5;05/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Red Bull - Original;Carbonated;15771436955;05/10/2022;Cash;148;3.5;1;148;3.5;1;3.5;3.5;05/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Red Bull - Original;Carbonated;15771641452;05/10/2022;Credit;148;3.5;1;148;3.5;1;3.5;3.5;05/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Snapple Tea - Peach;Non Carbonated;15771920337;05/10/2022;Credit;147;2.5;1;147;2.5;1;2.5;2.5;05/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Regular;Carbonated;15772013404;05/10/2022;Cash;141;1.5;1;141;1.5;1;1.5;1.5;05/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Cheetos Baked - Crunchy Cheese;Food;15772013160;05/10/2022;Cash;110;1.5;1;110;1.5;1;1.5;1.5;05/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Regular;Carbonated;15772191504;05/10/2022;Cash;142;1.5;1;142;1.5;1;1.5;1.5;05/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Regular;Carbonated;15772205267;05/10/2022;Cash;141;1.5;1;141;1.5;1;1.5;1.5;05/10/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Popchips Potato - Sour Cream & Onion;Food;15772202879;05/10/2022;Cash;112;1.5;1;112;1.5;1;1.5;1.5;05/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;CheezIt - White Cheddar;Food;15772377858;05/10/2022;Cash;123;1.5;1;123;1.5;1;1.5;1.5;05/10/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;SunChips Multigrain - Original;Food;15772935707;05/10/2022;Cash;120;1.5;1;120;1.5;1;1.5;1.5;05/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Starbucks Doubleshot Energy - Mocha;Non Carbonated;15772969623;05/10/2022;Credit;146;3.5;1;146;3.5;1;3.5;3.5;05/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Spindrift - Sparkling Water  Grapefruit;Carbonated;15773352573;05/10/2022;Credit;142;1.5;1;142;1.5;1;1.5;1.5;05/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Regular;Carbonated;15773362328;05/10/2022;Credit;141;1.5;1;141;1.5;1;1.5;1.5;05/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Coca Cola - Zero Sugar;Carbonated;15773624117;05/10/2022;Credit;141;2;1;141;2;1;2;5;05/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Pringles - Sour Cream & Onion;Food;15773624117;05/10/2022;Credit;154;3;1;154;3;1;3;5;05/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Starbucks Refresher - Real Coconut Water;Carbonated;15773657209;05/10/2022;Credit;148;3;1;148;3;1;3;3;05/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Doritos Famin Hot Nacho;Food;15773672434;05/10/2022;Cash;111;1.5;1;111;1.5;1;1.5;1.5;05/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Poland Springs Water;Water;15773712623;05/10/2022;Credit;144;1.5;1;144;1.5;1;1.5;1.5;05/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Starbucks Refresher - Real Coconut Water;Carbonated;15773718804;05/10/2022;Credit;148;3;1;148;3;1;3;3;05/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Snapple Tea - Peach;Non Carbonated;15773846540;05/10/2022;Cash;147;2.5;1;147;2.5;1;2.5;2.5;05/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Red Bull - Original;Carbonated;15773844835;05/10/2022;Cash;148;3.5;1;148;3.5;1;3.5;3.5;05/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Red Bull - Original;Carbonated;15773845236;05/10/2022;Credit;148;3.5;1;148;3.5;1;3.5;3.5;05/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Red Bull - Original;Carbonated;15773845748;05/10/2022;Credit;148;3.5;1;148;3.5;1;3.5;3.5;05/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Red Bull - Original;Carbonated;15773940048;05/10/2022;Cash;148;3.5;1;148;3.5;1;3.5;3.5;05/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Red Bull - Original;Carbonated;15774019347;05/10/2022;Cash;148;3.5;1;148;3.5;1;3.5;3.5;05/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;RXBAR - Protein Bar - Peanut Butter;Food;15774344336;05/10/2022;Credit;139;2;1;139;2;1;2;2;05/10/2022;;;;;;;;
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;CheezIt - Original;Food;15774904658;05/10/2022;Cash;123;1.5;1;123;1.5;1;1.5;1.5;19/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;CheezIt - Go Paks;Food;15775041359;05/10/2022;Credit;165;4;1;165;4;1;4;4;05/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Ice Breakers Ice Cubes - PepperMint;Food;15775051875;05/10/2022;Credit;162;5;1;162;5;1;5;6.5;05/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Poland Springs Water;Water;15775051875;05/10/2022;Credit;144;1.5;1;144;1.5;1;1.5;6.5;05/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Regular;Carbonated;15775230260;05/10/2022;Cash;142;1.5;1;142;1.5;1;1.5;1.5;05/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Starbucks Doubleshot Energy - Mocha;Non Carbonated;15775292179;05/10/2022;Credit;146;3.5;1;146;3.5;1;3.5;3.5;05/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Doritos Famin Hot Nacho;Food;15775447236;05/10/2022;Cash;111;1.5;1;111;1.5;1;1.5;1.5;05/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Snapple Tea - Raspberry;Non Carbonated;15775447422;05/10/2022;Cash;143;2.5;1;143;2.5;1;2.5;2.5;05/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Monster Energy Original;Carbonated;15776211554;05/10/2022;Cash;146;3;1;146;3;1;3;3;05/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Regular;Carbonated;15776282359;05/10/2022;Cash;142;1.5;1;142;1.5;1;1.5;1.5;05/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;SunChips Multigrain - Harvest Cheddar;Food;15776295724;05/10/2022;Cash;121;1.5;1;121;1.5;1;1.5;1.5;05/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Regular;Carbonated;15776320009;05/10/2022;Cash;141;1.5;1;141;1.5;1;1.5;1.5;05/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Cheetos Baked - Crunchy Cheese;Food;15776345555;05/10/2022;Cash;110;1.5;1;110;1.5;1;1.5;1.5;05/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Regular;Carbonated;15776442332;05/10/2022;Cash;141;1.5;1;141;1.5;1;1.5;1.5;05/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Regular;Carbonated;15776786322;06/10/2022;Cash;142;1.5;1;142;1.5;1;1.5;1.5;05/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Snapple Tea - Raspberry;Non Carbonated;15776802606;06/10/2022;Credit;143;2.5;1;143;2.5;1;2.5;5.5;05/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Snapple Tea - Peach;Non Carbonated;15777126462;06/10/2022;Cash;147;2.5;1;147;2.5;1;2.5;2.5;06/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Nature's Bakery Fig Bar - Raspberry;Food;15777128378;06/10/2022;Cash;130;1.5;1;130;1.5;1;1.5;1.5;06/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Red Bull - Original;Carbonated;15777347875;06/10/2022;Credit;148;3.5;1;148;3.5;1;3.5;3.5;06/10/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Simply Protein - Lemon Coconut;Food;15777691974;06/10/2022;Cash;138;2;1;138;2;1;2;2;06/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Poland Springs Water;Water;15777888475;06/10/2022;Credit;144;1.5;1;144;1.5;1;1.5;1.5;06/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Cheetos Baked - Crunchy Cheese;Food;15778155346;06/10/2022;Cash;110;1.5;1;110;1.5;1;1.5;1.5;06/10/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;SunChips Multigrain - Original;Food;15778378038;06/10/2022;Cash;120;1.5;1;120;1.5;1;1.5;1.5;06/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Starbucks Doubleshot Energy - Mocha;Non Carbonated;15778458402;06/10/2022;Credit;146;3.5;1;146;3.5;1;3.5;3.5;06/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Coca Cola - Zero Sugar;Carbonated;15778552068;06/10/2022;Credit;141;2;1;141;2;1;2;5;06/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Pringles - Sour Cream & Onion;Food;15778552068;06/10/2022;Credit;154;3;1;154;3;1;3;5;06/10/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Popchips Potato - Sea Salt;Food;15778924219;06/10/2022;Credit;114;1.5;1;114;1.5;1;1.5;1.5;06/10/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Popchips Potato - Sour Cream & Onion;Food;15779053893;06/10/2022;Credit;112;1.5;1;112;1.5;1;1.5;3;06/10/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Pop Corners - Kettle Corn;Food;15779053893;06/10/2022;Credit;110;1.5;1;110;1.5;1;1.5;3;06/10/2022;;;;;;;;
Processed;VJ300320692;EB Public Library;EB Public Library x1380;Simply Protein - Dark Chocolate Sea Salt;Food;15779200270;06/10/2022;Credit;137;2;2;137;2;2;4;4;06/10/2022;;;;;;;;
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;SunChips Multigrain - Harvest Cheddar;Food;15779507120;06/10/2022;Cash;125;1.5;1;125;1.5;1;1.5;1.5;19/10/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Pop Corners - Kettle Corn;Food;15779779682;06/10/2022;Credit;110;1.5;1;110;1.5;1;1.5;2.75;06/10/2022;;;;;;;;
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Goldfish Baked - Cheddar;Food;15779779682;06/10/2022;Credit;125;1.25;1;125;1.25;1;1.25;2.75;06/10/2022;;;;;;;;
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Red Bull - Original;Carbonated;15780231066;06/10/2022;Cash;148;3.5;1;148;3.5;1;3.5;3.5;06/10/2022;;;;;;;;
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Snapple Tea - Raspberry;Non Carbonated;15780530196;06/10/2022;Cash;144;2.75;1;144;2.75;1;2.75;2.75;06/10/2022;;;;;;;;
